,Unnamed: 0,id,no_of_libraries,no_of_laboratories,no_of_conference_halls,no_of_health_centers,no_of_computer_centers,sum
449,449,182079,1.0,0.0,1.0,1.0,1.0,4.0
450,450,193728,1.0,9.0,1.0,1.0,1.0,13.0
451,451,189198,1.0,1.0,0.0,0.0,0.0,2.0
452,452,206288,1.0,1.0,1.0,1.0,1.0,5.0
453,453,180940,2.0,24.0,2.0,1.0,8.0,37.0
454,454,199378,1.0,9.0,0.0,0.0,1.0,11.0
455,455,170058,1.0,0.0,1.0,0.0,1.0,3.0
456,456,201067,1.0,1.0,1.0,0.0,1.0,4.0
457,457,207782,1.0,0.0,0.0,0.0,1.0,2.0
458,458,157283,1.0,1.0,1.0,0.0,1.0,4.0
459,459,155509,1.0,1.0,1.0,1.0,1.0,5.0
460,460,180802,1.0,1.0,1.0,1.0,1.0,5.0
461,461,186021,1.0,1.0,1.0,1.0,1.0,5.0
462,462,177240,1.0,1.0,1.0,0.0,1.0,4.0
463,463,189821,1.0,46.0,0.0,1.0,3.0,51.0
464,464,203660,1.0,1.0,1.0,0.0,1.0,4.0
465,465,163270,1.0,0.0,0.0,0.0,1.0,2.0
466,466,169679,1.0,1.0,0.0,0.0,1.0,3.0
467,467,206159,1.0,1.0,1.0,1.0,1.0,5.0
468,468,168281,1.0,1.0,1.0,1.0,1.0,5.0
469,469,165731,1.0,6.0,1.0,0.0,1.0,9.0
470,470,156868,1.0,1.0,1.0,0.0,1.0,4.0
471,471,198127,1.0,1.0,0.0,1.0,1.0,4.0
472,472,157749,1.0,14.0,1.0,0.0,1.0,17.0
473,473,199159,1.0,1.0,0.0,0.0,0.0,2.0
474,474,181967,1.0,1.0,1.0,1.0,1.0,5.0
475,475,184783,1.0,0.0,1.0,0.0,1.0,3.0
476,476,154646,1.0,0.0,1.0,1.0,1.0,4.0
477,477,188223,1.0,1.0,0.0,0.0,0.0,2.0
478,478,177060,1.0,1.0,1.0,1.0,1.0,5.0
479,479,203586,1.0,25.0,1.0,0.0,1.0,28.0
480,480,174328,1.0,0.0,1.0,0.0,1.0,3.0
481,481,190183,1.0,70.0,1.0,0.0,1.0,73.0
482,482,157464,1.0,1.0,1.0,0.0,1.0,4.0
483,483,198265,1.0,1.0,0.0,0.0,1.0,3.0
484,484,181598,1.0,1.0,0.0,0.0,1.0,3.0
485,485,165844,1.0,1.0,1.0,0.0,1.0,4.0
486,486,207079,1.0,1.0,0.0,0.0,1.0,3.0
487,487,188740,1.0,1.0,1.0,0.0,1.0,4.0
488,488,189537,1.0,1.0,1.0,1.0,1.0,5.0
489,489,201563,1.0,8.0,1.0,0.0,1.0,11.0
490,490,202080,1.0,1.0,1.0,1.0,1.0,5.0
491,491,176799,1.0,0.0,0.0,0.0,0.0,1.0
492,492,183438,1.0,1.0,1.0,1.0,1.0,5.0
493,493,207883,1.0,1.0,1.0,1.0,1.0,5.0
494,494,197073,1.0,1.0,1.0,0.0,1.0,4.0
495,495,182987,1.0,40.0,2.0,1.0,1.0,45.0
496,496,195591,1.0,0.0,0.0,1.0,1.0,3.0
497,497,169156,1.0,1.0,1.0,1.0,1.0,5.0
498,498,167613,1.0,3.0,0.0,0.0,0.0,4.0
499,499,187013,1.0,1.0,1.0,0.0,1.0,4.0
500,500,209483,1.0,1.0,1.0,1.0,1.0,5.0
501,501,172937,1.0,1.0,0.0,0.0,1.0,3.0
502,502,176239,1.0,4.0,2.0,1.0,1.0,9.0
503,503,169198,1.0,1.0,1.0,0.0,1.0,4.0
504,504,176957,1.0,1.0,1.0,1.0,1.0,5.0
505,505,196244,1.0,5.0,1.0,0.0,1.0,8.0
506,506,171925,1.0,1.0,1.0,0.0,1.0,4.0
507,507,210121,1.0,1.0,1.0,0.0,1.0,4.0
508,508,207974,1.0,1.0,1.0,1.0,0.0,4.0
509,509,176089,1.0,0.0,1.0,0.0,1.0,3.0
510,510,179581,1.0,1.0,1.0,0.0,1.0,4.0
511,511,190357,1.0,1.0,1.0,1.0,1.0,5.0
512,512,172865,1.0,3.0,0.0,0.0,0.0,4.0
513,513,174660,1.0,1.0,1.0,1.0,1.0,5.0
514,514,202980,1.0,1.0,1.0,1.0,1.0,5.0
515,515,165788,1.0,1.0,1.0,0.0,1.0,4.0
516,516,156496,1.0,1.0,1.0,0.0,1.0,4.0
517,517,208047,1.0,1.0,1.0,1.0,1.0,5.0
518,518,185690,1.0,1.0,1.0,1.0,1.0,5.0
519,519,179656,1.0,1.0,0.0,0.0,1.0,3.0
520,520,171621,1.0,0.0,1.0,0.0,1.0,3.0
521,521,188426,1.0,1.0,1.0,1.0,1.0,5.0
522,522,155212,1.0,1.0,1.0,0.0,0.0,3.0
523,523,209222,1.0,1.0,1.0,1.0,1.0,5.0
524,524,185441,1.0,4.0,1.0,1.0,1.0,8.0
525,525,209378,1.0,0.0,1.0,0.0,1.0,3.0
526,526,189053,1.0,1.0,1.0,1.0,1.0,5.0
527,527,180433,1.0,24.0,1.0,0.0,1.0,27.0
528,528,179627,1.0,1.0,1.0,1.0,1.0,5.0
529,529,164121,1.0,0.0,1.0,0.0,1.0,3.0
530,530,184325,1.0,1.0,1.0,1.0,1.0,5.0
531,531,209805,1.0,10.0,9.0,1.0,1.0,22.0
532,532,183708,1.0,1.0,0.0,0.0,1.0,3.0
533,533,197885,1.0,1.0,1.0,0.0,0.0,3.0
534,534,161269,1.0,0.0,1.0,0.0,0.0,2.0
535,535,197455,1.0,0.0,0.0,0.0,0.0,1.0
536,536,180619,1.0,1.0,1.0,0.0,1.0,4.0
537,537,195240,1.0,6.0,2.0,1.0,2.0,12.0
538,538,194102,1.0,1.0,1.0,1.0,1.0,5.0
539,539,198244,1.0,1.0,1.0,1.0,1.0,5.0
540,540,201925,1.0,1.0,0.0,0.0,1.0,3.0
541,541,173637,1.0,1.0,1.0,0.0,1.0,4.0
542,542,189874,6.0,30.0,6.0,0.0,7.0,49.0
543,543,164563,1.0,1.0,1.0,1.0,1.0,5.0
544,544,190658,1.0,0.0,1.0,0.0,1.0,3.0
545,545,164606,1.0,3.0,1.0,1.0,1.0,7.0
546,546,194043,1.0,1.0,1.0,1.0,1.0,5.0
547,547,208439,1.0,1.0,1.0,0.0,1.0,4.0
548,548,180689,1.0,5.0,1.0,0.0,2.0,9.0
549,549,195730,1.0,5.0,1.0,1.0,1.0,9.0
550,550,172667,1.0,4.0,1.0,0.0,2.0,8.0
551,551,175719,1.0,2.0,0.0,0.0,1.0,4.0
552,552,171132,1.0,1.0,1.0,1.0,1.0,5.0
553,553,168884,1.0,12.0,0.0,1.0,1.0,15.0
554,554,181374,1.0,6.0,1.0,1.0,1.0,10.0
555,555,190272,1.0,1.0,1.0,1.0,1.0,5.0
556,556,163036,1.0,6.0,0.0,0.0,1.0,8.0
557,557,181976,1.0,1.0,1.0,1.0,1.0,5.0
558,558,209009,1.0,1.0,1.0,1.0,1.0,5.0
559,559,184557,1.0,5.0,0.0,0.0,1.0,7.0
560,560,173671,1.0,1.0,1.0,0.0,1.0,4.0
561,561,175844,1.0,1.0,1.0,1.0,1.0,5.0
562,562,166246,1.0,1.0,1.0,0.0,0.0,3.0
563,563,186255,1.0,1.0,0.0,1.0,1.0,4.0
564,564,210028,1.0,0.0,0.0,0.0,1.0,2.0
565,565,183571,1.0,1.0,1.0,1.0,1.0,5.0
566,566,195927,1.0,1.0,0.0,0.0,1.0,3.0
567,567,176109,1.0,1.0,1.0,1.0,1.0,5.0
568,568,158545,1.0,1.0,1.0,1.0,1.0,5.0
569,569,155711,1.0,9.0,1.0,1.0,4.0,16.0
570,570,199516,1.0,1.0,1.0,0.0,1.0,4.0
571,571,183292,1.0,40.0,4.0,0.0,1.0,46.0
572,572,200901,1.0,12.0,1.0,1.0,1.0,16.0
573,573,190922,1.0,30.0,1.0,0.0,1.0,33.0
574,574,156539,1.0,1.0,1.0,1.0,1.0,5.0
575,575,170545,0.0,0.0,0.0,0.0,0.0,0.0
576,576,168014,1.0,1.0,1.0,1.0,1.0,5.0
577,577,173922,1.0,0.0,1.0,0.0,1.0,3.0
578,578,170570,2.0,9.0,1.0,2.0,1.0,15.0
579,579,193829,1.0,0.0,1.0,1.0,1.0,4.0
580,580,177220,1.0,0.0,0.0,0.0,1.0,2.0
581,581,172779,1.0,1.0,1.0,1.0,1.0,5.0
582,582,164615,1.0,0.0,1.0,1.0,1.0,4.0
583,583,195069,1.0,6.0,0.0,0.0,1.0,8.0
584,584,194514,1.0,3.0,1.0,1.0,1.0,7.0
585,585,188247,1.0,4.0,0.0,0.0,0.0,5.0
586,586,169881,1.0,14.0,1.0,1.0,0.0,17.0
587,587,172841,1.0,0.0,0.0,0.0,1.0,2.0
588,588,173349,1.0,0.0,0.0,0.0,1.0,2.0
589,589,177252,1.0,7.0,0.0,0.0,0.0,8.0
590,590,165678,1.0,1.0,1.0,0.0,1.0,4.0
591,591,167551,1.0,1.0,1.0,0.0,1.0,4.0
592,592,172648,1.0,1.0,1.0,1.0,1.0,5.0
593,593,159351,1.0,1.0,1.0,1.0,1.0,5.0
594,594,196504,0.0,0.0,0.0,0.0,0.0,0.0
595,595,164329,1.0,1.0,1.0,1.0,1.0,5.0
596,596,183123,1.0,3.0,0.0,0.0,1.0,5.0
597,597,196187,0.0,0.0,0.0,0.0,0.0,0.0
598,598,167394,1.0,3.0,1.0,1.0,1.0,7.0
599,599,189939,1.0,1.0,1.0,1.0,1.0,5.0
600,600,174490,1.0,6.0,1.0,0.0,1.0,9.0
601,601,163469,1.0,1.0,2.0,1.0,1.0,6.0
602,602,165095,1.0,1.0,1.0,0.0,1.0,4.0
603,603,171729,1.0,4.0,1.0,0.0,1.0,7.0
604,604,204067,1.0,1.0,1.0,0.0,1.0,4.0
605,605,192146,1.0,1.0,1.0,1.0,1.0,5.0
606,606,209054,0.0,0.0,0.0,0.0,0.0,0.0
607,607,184331,1.0,1.0,0.0,0.0,1.0,3.0
608,608,172808,1.0,1.0,1.0,0.0,0.0,3.0
609,609,174337,1.0,1.0,1.0,0.0,1.0,4.0
610,610,198453,1.0,0.0,1.0,1.0,1.0,4.0
611,611,202077,1.0,1.0,1.0,0.0,1.0,4.0
612,612,163033,1.0,0.0,0.0,0.0,1.0,2.0
613,613,190623,1.0,5.0,1.0,0.0,1.0,8.0
614,614,195385,1.0,1.0,1.0,1.0,1.0,5.0
615,615,206065,1.0,1.0,1.0,0.0,1.0,4.0
616,616,161275,1.0,1.0,0.0,0.0,1.0,3.0
617,617,164390,1.0,1.0,1.0,0.0,1.0,4.0
618,618,194331,1.0,11.0,1.0,0.0,1.0,14.0
619,619,203746,1.0,1.0,1.0,0.0,1.0,4.0
620,620,204434,1.0,0.0,0.0,0.0,1.0,2.0
621,621,158458,1.0,1.0,0.0,0.0,1.0,3.0
622,622,188363,1.0,1.0,1.0,0.0,1.0,4.0
623,623,189059,1.0,1.0,1.0,1.0,1.0,5.0
624,624,175289,1.0,1.0,1.0,0.0,1.0,4.0
625,625,161478,1.0,1.0,0.0,0.0,0.0,2.0
626,626,186605,1.0,4.0,1.0,0.0,1.0,7.0
627,627,195107,1.0,1.0,1.0,1.0,1.0,5.0
628,628,199359,1.0,4.0,1.0,0.0,2.0,8.0
629,629,155085,1.0,1.0,1.0,0.0,1.0,4.0
630,630,168734,1.0,6.0,1.0,0.0,1.0,9.0
631,631,183170,1.0,1.0,1.0,1.0,1.0,5.0
632,632,169025,1.0,9.0,1.0,0.0,1.0,12.0
633,633,180640,3.0,72.0,4.0,1.0,2.0,82.0
634,634,166932,1.0,1.0,1.0,1.0,1.0,5.0
635,635,199531,1.0,1.0,1.0,0.0,1.0,4.0
636,636,158008,1.0,1.0,1.0,0.0,1.0,4.0
637,637,185615,1.0,41.0,1.0,1.0,1.0,45.0
638,638,183694,1.0,1.0,1.0,1.0,1.0,5.0
639,639,183093,1.0,7.0,1.0,0.0,1.0,10.0
640,640,169335,1.0,1.0,1.0,1.0,1.0,5.0
641,641,182170,1.0,1.0,0.0,0.0,1.0,3.0
642,642,201824,1.0,9.0,9.0,1.0,6.0,26.0
643,643,202211,1.0,1.0,1.0,0.0,1.0,4.0
644,644,177458,0.0,1.0,0.0,0.0,1.0,2.0
645,645,167931,1.0,1.0,1.0,1.0,1.0,5.0
646,646,190816,1.0,1.0,1.0,1.0,1.0,5.0
647,647,170303,1.0,0.0,0.0,0.0,1.0,2.0
648,648,163211,1.0,1.0,1.0,0.0,1.0,4.0
649,649,163348,1.0,0.0,1.0,1.0,1.0,4.0
650,650,204080,1.0,0.0,0.0,0.0,1.0,2.0
651,651,168541,1.0,1.0,1.0,0.0,1.0,4.0
652,652,202203,1.0,0.0,0.0,0.0,1.0,2.0
653,653,193560,1.0,1.0,1.0,1.0,1.0,5.0
654,654,186268,1.0,1.0,1.0,1.0,1.0,5.0
655,655,173063,1.0,1.0,1.0,0.0,1.0,4.0
656,656,196386,1.0,1.0,1.0,0.0,1.0,4.0
657,657,179696,1.0,9.0,1.0,1.0,1.0,13.0
658,658,205251,1.0,1.0,1.0,1.0,1.0,5.0
659,659,181578,1.0,0.0,0.0,1.0,0.0,2.0
660,660,201713,1.0,1.0,1.0,1.0,1.0,5.0
661,661,202537,1.0,1.0,1.0,1.0,1.0,5.0
662,662,168521,1.0,1.0,0.0,0.0,1.0,3.0
663,663,170617,0.0,0.0,0.0,0.0,0.0,0.0
664,664,165742,1.0,0.0,1.0,1.0,1.0,4.0
665,665,155179,1.0,1.0,1.0,0.0,1.0,4.0
666,666,197876,1.0,1.0,1.0,1.0,1.0,5.0
667,667,168109,1.0,0.0,0.0,0.0,1.0,2.0
668,668,180158,1.0,8.0,1.0,0.0,1.0,11.0
669,669,182520,1.0,1.0,1.0,0.0,1.0,4.0
670,670,201030,1.0,1.0,1.0,1.0,1.0,5.0
671,671,159375,1.0,1.0,1.0,0.0,1.0,4.0
672,672,194821,1.0,0.0,1.0,0.0,0.0,2.0
673,673,186193,1.0,1.0,1.0,1.0,1.0,5.0
674,674,163724,1.0,3.0,0.0,0.0,0.0,4.0
675,675,194766,1.0,1.0,0.0,0.0,1.0,3.0
676,676,205281,1.0,0.0,0.0,0.0,0.0,1.0
677,677,189704,1.0,1.0,1.0,1.0,1.0,5.0
678,678,170049,1.0,1.0,1.0,1.0,1.0,5.0
679,679,170177,1.0,1.0,1.0,1.0,1.0,5.0
680,680,200093,1.0,1.0,1.0,0.0,1.0,4.0
681,681,209900,1.0,1.0,1.0,0.0,1.0,4.0
682,682,205956,1.0,2.0,1.0,0.0,1.0,5.0
683,683,161317,1.0,0.0,1.0,1.0,1.0,4.0
684,684,179275,1.0,4.0,1.0,1.0,1.0,8.0
685,685,171462,1.0,5.0,0.0,0.0,1.0,7.0
686,686,196516,1.0,9.0,1.0,0.0,1.0,12.0
687,687,161720,1.0,1.0,1.0,0.0,1.0,4.0
688,688,188976,1.0,1.0,1.0,0.0,0.0,3.0
689,689,196238,1.0,8.0,1.0,0.0,1.0,11.0
690,690,180748,1.0,1.0,1.0,1.0,1.0,5.0
691,691,169718,1.0,1.0,1.0,1.0,1.0,5.0
692,692,164956,1.0,1.0,0.0,0.0,0.0,2.0
693,693,200714,1.0,1.0,0.0,0.0,1.0,3.0
694,694,205340,1.0,1.0,0.0,0.0,1.0,3.0
695,695,162466,0.0,0.0,0.0,0.0,0.0,0.0
696,696,167096,1.0,1.0,1.0,1.0,1.0,5.0
697,697,185455,1.0,4.0,1.0,1.0,1.0,8.0
698,698,187226,1.0,50.0,1.0,0.0,1.0,53.0
699,699,199821,1.0,1.0,1.0,1.0,1.0,5.0
700,700,165205,1.0,1.0,1.0,1.0,1.0,5.0
701,701,171200,1.0,1.0,1.0,1.0,1.0,5.0
702,702,199741,1.0,0.0,1.0,1.0,1.0,4.0
703,703,162090,1.0,3.0,1.0,1.0,1.0,7.0
704,704,171150,0.0,1.0,0.0,0.0,0.0,1.0
705,705,192147,1.0,1.0,1.0,0.0,1.0,4.0
706,706,183463,1.0,1.0,1.0,1.0,1.0,5.0
707,707,209343,1.0,1.0,1.0,1.0,1.0,5.0
708,708,190531,1.0,6.0,0.0,0.0,1.0,8.0
709,709,171765,1.0,1.0,1.0,1.0,1.0,5.0
710,710,179669,1.0,1.0,1.0,1.0,1.0,5.0
711,711,209383,1.0,1.0,1.0,1.0,1.0,5.0
712,712,195033,1.0,0.0,0.0,0.0,1.0,2.0
713,713,186148,1.0,0.0,0.0,0.0,1.0,2.0
714,714,183012,1.0,1.0,1.0,0.0,1.0,4.0
715,715,203920,1.0,0.0,0.0,0.0,1.0,2.0
716,716,179654,1.0,13.0,1.0,1.0,1.0,17.0
717,717,159823,3.0,18.0,2.0,1.0,1.0,25.0
718,718,192032,1.0,1.0,0.0,0.0,0.0,2.0
719,719,203177,1.0,0.0,0.0,0.0,1.0,2.0
720,720,164384,1.0,1.0,0.0,0.0,1.0,3.0
721,721,178822,1.0,1.0,0.0,0.0,1.0,3.0
722,722,163028,1.0,1.0,0.0,1.0,0.0,3.0
723,723,173032,1.0,0.0,0.0,0.0,0.0,1.0
724,724,171663,1.0,0.0,1.0,0.0,1.0,3.0
725,725,156209,1.0,1.0,1.0,0.0,0.0,3.0
726,726,190519,1.0,1.0,1.0,1.0,1.0,5.0
727,727,189506,1.0,0.0,1.0,0.0,1.0,3.0
728,728,207273,1.0,1.0,1.0,1.0,1.0,5.0
729,729,156372,1.0,1.0,1.0,1.0,0.0,4.0
730,730,179196,1.0,1.0,0.0,0.0,1.0,3.0
731,731,184096,1.0,0.0,1.0,0.0,1.0,3.0
732,732,191492,1.0,1.0,1.0,1.0,1.0,5.0
733,733,162271,1.0,1.0,1.0,0.0,1.0,4.0
734,734,201707,1.0,1.0,1.0,0.0,1.0,4.0
735,735,180560,1.0,1.0,0.0,0.0,1.0,3.0
736,736,193360,1.0,14.0,2.0,1.0,2.0,20.0
737,737,175286,1.0,1.0,1.0,1.0,1.0,5.0
738,738,188490,1.0,0.0,1.0,1.0,1.0,4.0
739,739,181890,1.0,9.0,5.0,1.0,9.0,25.0
740,740,186743,1.0,0.0,0.0,0.0,0.0,1.0
741,741,173039,1.0,4.0,1.0,0.0,1.0,7.0
742,742,170108,1.0,3.0,0.0,0.0,1.0,5.0
743,743,174002,1.0,0.0,0.0,0.0,0.0,1.0
744,744,177973,1.0,0.0,0.0,0.0,1.0,2.0
745,745,158305,1.0,1.0,1.0,1.0,1.0,5.0
746,746,163682,1.0,0.0,0.0,0.0,1.0,2.0
747,747,168486,6.0,37.0,1.0,2.0,9.0,55.0
748,748,156592,1.0,0.0,0.0,0.0,2.0,3.0
749,749,181206,1.0,1.0,0.0,0.0,0.0,2.0
750,750,192400,1.0,1.0,1.0,0.0,1.0,4.0
751,751,194269,1.0,1.0,0.0,0.0,1.0,3.0
752,752,197853,1.0,1.0,1.0,1.0,1.0,5.0
753,753,190245,1.0,1.0,1.0,0.0,1.0,4.0
754,754,171874,1.0,6.0,1.0,1.0,1.0,10.0
755,755,191601,1.0,1.0,1.0,1.0,5.0,9.0
756,756,169165,1.0,1.0,1.0,1.0,1.0,5.0
757,757,166761,1.0,2.0,0.0,1.0,1.0,5.0
758,758,177501,1.0,0.0,1.0,0.0,0.0,2.0
759,759,156308,1.0,4.0,1.0,0.0,1.0,7.0
760,760,187952,1.0,1.0,1.0,0.0,1.0,4.0
761,761,207065,1.0,1.0,1.0,1.0,1.0,5.0
762,762,163201,1.0,1.0,1.0,1.0,1.0,5.0
763,763,193492,1.0,1.0,1.0,1.0,1.0,5.0
764,764,180651,1.0,23.0,4.0,1.0,1.0,30.0
765,765,184592,1.0,4.0,1.0,0.0,1.0,7.0
766,766,192433,1.0,0.0,1.0,1.0,1.0,4.0
767,767,178318,1.0,1.0,1.0,0.0,1.0,4.0
768,768,184139,1.0,1.0,1.0,0.0,1.0,4.0
769,769,197199,1.0,1.0,1.0,0.0,1.0,4.0
770,770,173335,1.0,1.0,1.0,1.0,1.0,5.0
771,771,208942,1.0,1.0,0.0,0.0,1.0,3.0
772,772,171189,1.0,11.0,1.0,1.0,1.0,15.0
773,773,164155,1.0,0.0,1.0,1.0,1.0,4.0
774,774,203740,1.0,1.0,1.0,1.0,1.0,5.0
775,775,180600,1.0,14.0,1.0,1.0,1.0,18.0
776,776,203842,1.0,1.0,1.0,1.0,1.0,5.0
777,777,154753,1.0,1.0,1.0,0.0,1.0,4.0
778,778,175027,1.0,1.0,1.0,0.0,1.0,4.0
779,779,176579,1.0,3.0,0.0,0.0,0.0,4.0
780,780,194373,1.0,1.0,1.0,1.0,1.0,5.0
781,781,193776,1.0,1.0,1.0,0.0,1.0,4.0
782,782,190066,1.0,8.0,1.0,2.0,1.0,13.0
783,783,171978,1.0,4.0,1.0,1.0,1.0,8.0
784,784,186875,1.0,1.0,1.0,1.0,1.0,5.0
785,785,186434,1.0,1.0,1.0,0.0,1.0,4.0
786,786,161149,1.0,6.0,1.0,1.0,1.0,10.0
787,787,170142,1.0,44.0,1.0,1.0,1.0,48.0
788,788,169135,1.0,6.0,0.0,0.0,1.0,8.0
789,789,203995,1.0,0.0,0.0,0.0,1.0,2.0
790,790,185349,1.0,0.0,0.0,0.0,1.0,2.0
791,791,193838,1.0,1.0,1.0,1.0,1.0,5.0
792,792,176987,1.0,1.0,1.0,0.0,0.0,3.0
793,793,193453,1.0,0.0,1.0,1.0,1.0,4.0
794,794,175545,1.0,1.0,1.0,1.0,1.0,5.0
795,795,184650,1.0,1.0,1.0,1.0,1.0,5.0
796,796,186866,1.0,34.0,0.0,0.0,1.0,36.0
797,797,190402,1.0,0.0,1.0,0.0,0.0,2.0
798,798,195852,1.0,1.0,1.0,1.0,1.0,5.0
799,799,206508,1.0,74.0,4.0,0.0,2.0,81.0
800,800,181829,1.0,1.0,0.0,0.0,1.0,3.0
801,801,182755,1.0,1.0,1.0,1.0,1.0,5.0
802,802,188913,1.0,4.0,1.0,0.0,0.0,6.0
803,803,188960,2.0,84.0,8.0,1.0,3.0,98.0
804,804,157174,1.0,1.0,0.0,0.0,1.0,3.0
805,805,198727,1.0,0.0,1.0,0.0,1.0,3.0
806,806,174415,1.0,1.0,0.0,1.0,1.0,4.0
807,807,156736,1.0,0.0,1.0,1.0,1.0,4.0
808,808,182912,1.0,0.0,0.0,0.0,0.0,1.0
809,809,157608,1.0,1.0,1.0,1.0,1.0,5.0
810,810,175609,1.0,1.0,1.0,1.0,1.0,5.0
811,811,185057,1.0,0.0,0.0,0.0,0.0,1.0
812,812,170416,1.0,1.0,1.0,0.0,1.0,4.0
813,813,166337,1.0,10.0,1.0,0.0,1.0,13.0
814,814,163604,1.0,0.0,1.0,0.0,1.0,3.0
815,815,203498,0.0,3.0,0.0,0.0,0.0,3.0
816,816,182896,1.0,0.0,1.0,0.0,0.0,2.0
817,817,177732,1.0,5.0,1.0,1.0,1.0,9.0
818,818,159560,1.0,1.0,1.0,1.0,1.0,5.0
819,819,167839,1.0,0.0,0.0,0.0,0.0,1.0
820,820,206408,1.0,1.0,1.0,0.0,1.0,4.0
821,821,205167,1.0,0.0,1.0,1.0,1.0,4.0
822,822,184285,1.0,1.0,1.0,1.0,1.0,5.0
823,823,171989,1.0,0.0,0.0,0.0,0.0,1.0
824,824,186927,1.0,1.0,1.0,0.0,1.0,4.0
825,825,205082,1.0,19.0,1.0,1.0,1.0,23.0
826,826,161548,1.0,3.0,1.0,0.0,1.0,6.0
827,827,165182,1.0,1.0,1.0,0.0,1.0,4.0
828,828,165781,1.0,1.0,1.0,1.0,1.0,5.0
829,829,156675,1.0,1.0,1.0,1.0,1.0,5.0
830,830,187839,1.0,9.0,1.0,1.0,1.0,13.0
831,831,189661,1.0,0.0,1.0,0.0,1.0,3.0
832,832,171515,1.0,4.0,0.0,0.0,1.0,6.0
833,833,189333,1.0,1.0,1.0,0.0,1.0,4.0
834,834,171959,1.0,1.0,1.0,1.0,1.0,5.0
835,835,164205,1.0,1.0,1.0,0.0,1.0,4.0
836,836,197893,1.0,0.0,1.0,1.0,1.0,4.0
837,837,169716,1.0,1.0,0.0,0.0,0.0,2.0
838,838,174238,1.0,1.0,1.0,1.0,1.0,5.0
839,839,200614,1.0,6.0,1.0,0.0,1.0,9.0
840,840,174066,1.0,1.0,1.0,1.0,1.0,5.0
841,841,155392,1.0,1.0,1.0,1.0,1.0,5.0
842,842,179877,1.0,0.0,0.0,0.0,0.0,1.0
843,843,181074,1.0,1.0,1.0,0.0,1.0,4.0
844,844,185756,1.0,1.0,1.0,1.0,1.0,5.0
845,845,192520,1.0,1.0,1.0,0.0,1.0,4.0
846,846,206601,9.0,9.0,9.0,9.0,9.0,45.0
847,847,158419,0.0,0.0,0.0,0.0,0.0,0.0
848,848,171303,1.0,0.0,0.0,0.0,1.0,2.0
849,849,192650,1.0,15.0,1.0,1.0,1.0,19.0
850,850,165488,1.0,0.0,0.0,0.0,0.0,1.0
851,851,173580,1.0,6.0,1.0,0.0,1.0,9.0
852,852,188497,1.0,7.0,1.0,1.0,1.0,11.0
853,853,162539,1.0,0.0,0.0,0.0,0.0,1.0
854,854,157129,1.0,1.0,0.0,0.0,0.0,2.0
855,855,196770,1.0,0.0,0.0,0.0,1.0,2.0
856,856,198451,1.0,3.0,1.0,0.0,1.0,6.0
857,857,190188,1.0,1.0,1.0,0.0,1.0,4.0
858,858,200460,1.0,4.0,1.0,0.0,1.0,7.0
859,859,166080,1.0,1.0,1.0,1.0,1.0,5.0
860,860,181843,1.0,1.0,1.0,0.0,1.0,4.0
861,861,182626,1.0,1.0,1.0,1.0,1.0,5.0
862,862,173589,1.0,1.0,0.0,0.0,0.0,2.0
863,863,175485,1.0,1.0,1.0,0.0,1.0,4.0
864,864,193701,1.0,14.0,4.0,2.0,2.0,23.0
865,865,183125,1.0,1.0,1.0,0.0,1.0,4.0
866,866,197349,1.0,1.0,1.0,0.0,1.0,4.0
867,867,208426,1.0,0.0,1.0,0.0,1.0,3.0
868,868,165407,1.0,0.0,1.0,0.0,1.0,3.0
869,869,176960,1.0,1.0,0.0,0.0,1.0,3.0
870,870,178193,1.0,4.0,0.0,0.0,1.0,6.0
871,871,193191,0.0,0.0,0.0,0.0,0.0,0.0
872,872,179840,1.0,1.0,1.0,0.0,1.0,4.0
873,873,186932,1.0,1.0,1.0,1.0,1.0,5.0
874,874,167516,1.0,1.0,1.0,1.0,1.0,5.0
875,875,167715,1.0,3.0,1.0,0.0,1.0,6.0
876,876,178569,1.0,1.0,1.0,0.0,1.0,4.0
877,877,207491,1.0,6.0,1.0,1.0,1.0,10.0
878,878,201952,1.0,1.0,1.0,0.0,1.0,4.0
879,879,174312,1.0,5.0,1.0,0.0,2.0,9.0
880,880,187957,1.0,1.0,1.0,1.0,1.0,5.0
881,881,168229,1.0,1.0,0.0,0.0,1.0,3.0
882,882,173320,1.0,0.0,0.0,0.0,1.0,2.0
883,883,154381,1.0,1.0,1.0,0.0,1.0,4.0
884,884,193297,1.0,1.0,0.0,0.0,1.0,3.0
885,885,200440,1.0,0.0,1.0,0.0,1.0,3.0
886,886,177599,1.0,1.0,1.0,0.0,1.0,4.0
887,887,163789,1.0,1.0,1.0,1.0,1.0,5.0
888,888,200172,1.0,0.0,0.0,0.0,0.0,1.0
889,889,178074,1.0,1.0,1.0,1.0,1.0,5.0
890,890,158583,1.0,1.0,0.0,0.0,1.0,3.0
891,891,208890,1.0,7.0,0.0,1.0,1.0,10.0
892,892,170887,1.0,20.0,1.0,1.0,2.0,25.0
893,893,186366,0.0,0.0,0.0,0.0,0.0,0.0
894,894,174678,1.0,1.0,1.0,0.0,1.0,4.0
895,895,186755,1.0,1.0,1.0,0.0,1.0,4.0
896,896,202804,1.0,1.0,1.0,0.0,1.0,4.0
897,897,158440,1.0,0.0,1.0,0.0,1.0,3.0
